__quarterly__,FS_ODX_AFLG_EUR,FSANL_PT,FSKNL_PT,FSKRC_PT,FSKRTC_PT,FSDERE_EUR,FSEIM_PT,FSENE_PT,FSERA_PT,FSERE_PT,FSDERA_EUR,FSLS_PT,FSLT_PT,FSSNO_PT,FSGDLD_EUR,FSCD_PT,FSGA_PT,FSGL_PT,FSLE_PT,FSPE_PT,FSTI_PT,FS_ODX_CR_EUR,FS_ODX_B_EUR,FS_ODX_LDCDC_FSCD_EUR,FS_ODX_LDCDC_EUR,FS_ODX_LDC_EUR,FS_ODX_LDCD_ODX_EUR,FS_ODX_LDCD_ODX_NRES_EUR,FS_ODX_LDCD_ODX_RES_EUR,FS_ODX_LDCO_EUR,FS_ODX_LDD_EUR,FS_ODX_LD_EUR,FS_ODX_LDL_EUR,FS_ODX_LDO_EUR,FS_ODX_L_EUR,FS_ODX_LF_EUR,FS_ODX_LF_FSGL_EUR,FS_ODX_OGP_EUR,FS_ODX_A_EUR,FS_ODX_AFC_EUR,FS_ODX_AFD_EUR,FS_ODX_AF_EUR,FS_ODX_AFF_EUR,FS_ODX_AFF_FSGA_EUR,FS_ODX_AFL_EUR,FS_ODX_AFLG_ODX_EUR,FS_ODX_AFLG_ODX_NRES_EUR,FS_ODX_AFLG_ODX_RES_EUR,FS_ODX_AFLG_CB_EUR,FS_ODX_AFLG_NODX_FSCD_EUR,FS_ODX_AFLG_NODX_EUR,FS_ODX_AFLG_GG_EUR,FS_ODX_AFLG_NFC_EUR,FS_ODX_AFLG_NFC_FSCLE_EUR,FS_ODX_AFLG_NRES_EUR,FS_ODX_AFLG_ODS_EUR,FS_ODX_AFLG_OFM_EUR,FS_ODX_AFLS_EUR,FS_ODX_AFLS_FSPN_EUR,FS_ODX_AFO_EUR,FS_ODX_AFE_EUR,FS_ODX_A_FSLT_EUR,FS_ODX_ANF_EUR,FS_ODX_DP_EUR,FS_ODX_IG_EUR,FS_ODX_IG_FSEIM_EUR,FS_ODX_IG_FSENE_EUR,FS_ODX_IG_FSTI_EUR,FS_ODX_TI_EUR,FS_ODX_EI_EUR,FS_ODX_II_EUR,FS_ODX_IIG_EUR,FS_ODX_IILP_EUR,FS_ODX_INBT_EUR,FS_ODX_INAET_EUR,FS_ODX_IIN_EUR,FS_ODX_IIN_FSEIM_EUR,FS_ODX_ENI_EUR,FS_ODX_ENI_FSENE_EUR,FS_ODX_EO_EUR,FS_ODX_EP_EUR,FS_ODX_EP_FSPE_EUR,FS_ODX_ENI_FSPE_EUR,FS_ODX_INI_EUR,FS_ODX_INIF_EUR,FS_ODX_INIGL_EUR,FS_ODX_INIGL_FSTI_EUR,FS_ODX_INIO_EUR,FS_ODX_INIP_EUR,FS_ODX_OCINT_EUR,FS_ODX_PN_EUR,FS_ODX_PNL_EUR,FS_ODX_PNO_EUR,FS_ODX_RE_EUR,FS_ODX_AFLREC_FSCR_EUR,FS_ODX_AFLREC_EUR,FS_ODX_CPS_FSCGPS_EUR,FS_ODX_CPS_EUR,FSGDAE_PT,FSGDD_PT,FSGDEM_PT,FSGDEMEDA_PT,FSGDEMEDE_PT,FSGDEMLAC_PT,FSGDLEMEDA_EUR,FSGDLEMEDE_EUR,FSGDLEMLAC_EUR,FSGDLEMSSA_EUR,FSGDLEMMEC_EUR,FSGDEMMEC_PT,FSGDEMSSA_PT,FSGDLAE_EUR,FSGDLEM_EUR,FS_ODX_ALB_EUR,FS_ODX_ALB_FSLS_EUR,FS_ODX_ALB_FSLT_EUR,FS_ODX_CLE_EUR,FS_ODX_CLE_FSCLE_EUR,FS_ODX_ONOBS_FX_EUR,FS_ODX_AFLNP_EUR,FS_ODX_AFLNP_FSANL_EUR,FS_ODX_AFLNP_FSPN_EUR,FS_ODX_AFLRER_EUR,FS_ODX_AFLRER_FSRR_EUR,FS_ODX_L_S_EUR,FS_ODX_L_S_FSLS_EUR,FS_ODX_ON_FX_EUR,FS_ODX_AT1_EUR,FS_ODX_FSA_EUR,FS_ODX_FSA_FSNSF_EUR,FS_ODX_TEM_EUR,FS_ODX_CET1_FSCET_EUR,FS_ODX_CET1_EUR,FS_ODX_HQLA_EUR,FS_ODX_HQLA_FSLCR_EUR,FS_ODX_FSR_EUR,FS_ODX_FSR_FSNSF_EUR,FS_ODX_ARW_FSCET_EUR,FS_ODX_ARW_EUR,FS_ODX_ARW_FSKRC_EUR,FS_ODX_ARW_FSKRTC_EUR,FS_ODX_SD_EUR,FS_ODX_CT1_EUR,FS_ODX_CT1_FSLE_EUR,FS_ODX_CT1_FSKA_EUR,FS_ODX_CT1_FSKRTC_EUR,FS_ODX_CT2_EUR,FS_ODX_CT3_EUR,FS_ODX_TNCO_EUR,FS_ODX_TNCO_FSLCR_EUR,FS_ODX_CRT_EUR,FS_ODX_CRT_FSGA_EUR,FS_ODX_CRT_FSGL_EUR,FS_ODX_CRT_FSSNO_EUR,FS_ODX_CRT_FSKNL_EUR,FS_ODX_CRT_FSKRC_EUR,FS_ODX_VLE_EUR,FS_ODX_VLE_FSLE_EUR,FS_ODX_AFLG_FSCR_EUR,FS_ODX_AFLG_FSANL_EUR,FS_ODX_AFLG_FSRR_EUR,FS_OFM_MMF_SD_DT_PT,FSCLE_PT,FSPN_PT,FSCET_PT,FSNKNL_FSKNL_EUR,FSKA_PT,FSDKA_FSKA_EUR,FSDERE_FSERE_EUR,FSNERAB_EUR,FSNERAB_FSERE_EUR,FSNERA_EUR,FSNERA_FSERA_EUR,FSDERA_FSERA_EUR,FSLCR_PT,FSNSF_PT,FSNSNO_FSSNO_EUR,__eof__
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,__eof__
2010Q1,856262000000,11.3537453489703,77.8603211371801,12.9570195019685,12.1197699826202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.359216623983018,504413347000,NaN,426.396022638137,448.549965733638,32.4187725582447,NaN,NaN,75217000000,1359139023000,NaN,312588000000,669850000000,357262000000,NaN,NaN,NaN,237586000000,932924193000,NaN,25488193000,1283922023000,350997830000,350997830000,NaN,1359138843000,24689000000,158243210000,1354928593000,333662000000,333662000000,819971193000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36290807000,36290807000,10993000000,7370190000,NaN,4210250000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.0653550463219,59.4902610668456,3.44438388683246,0.130881833794017,1.27559513286161,1.87319331345225,1109737000,10815673000,15882662000,335309000,1061285000,0.125167428839521,0.0395461778850648,314274294000,29204666000,NaN,NaN,NaN,NaN,NaN,281093000,97217807000,97217807000,97217807000,NaN,NaN,NaN,NaN,281093000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,603932625000,603932625000,603932625000,18299378000,73195245000,73195245000,73195245000,73195245000,23201435000,154366000,NaN,NaN,78251668000,78251668000,78251668000,78251668000,78251668000,78251668000,23729000000,23729000000,NaN,856262000000,NaN,NaN,NaN,37.3293824659098,NaN,60927000000,5.38541337237023,1359138843000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,281093000,__eof__
2010Q2,895820000000,12.6140296041615,86.0493173620259,13.2650178409583,14.5332364396469,75217500000,149.122203098107,186.643717728055,-1.97782165635571,-36.286768371722,1414788836500,NaN,NaN,-0.0135419616146943,485648257000,NaN,533.473266936685,565.21193169927,25.1418619023541,33.751383253412,-121.962134251291,75218000000,1470439000000,NaN,289840000000,581574000000,291734000000,NaN,NaN,NaN,226093000000,936105000000,NaN,128438000000,1395221000000,459116000000,459116000000,NaN,1470438830000,14513000000,149515000000,1466997000000,433335000000,433335000000,852718000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43102000000,43102000000,11203000000,5713000000,NaN,3441830000,NaN,2905000000,2905000000,2905000000,2905000000,-344000000,8681000000,13013000000,13013000000,NaN,-13991000000,-13647000000,4332000000,4332000000,5422000000,5422000000,3592000000,1830000000,1830000000,5422000000,-1427000000,1648000000,-3543000000,-3543000000,428000000,40000000,NaN,11474000000,11319000000,155000000,NaN,NaN,NaN,NaN,NaN,39.4129732212853,57.0890517087261,3.49797506998859,0.135753938032261,1.31454945971563,1.87242652160981,1154839000,11182681000,15928460000,354536000,1136249000,0.133568641460168,0.0416765091707205,335280429000,29756765000,NaN,NaN,NaN,NaN,NaN,-11000000,112999000000,112999000000,112999000000,NaN,NaN,NaN,NaN,-11000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,612355000000,612355000000,612355000000,31885000000,88995000000,88995000000,88995000000,88995000000,23929000000,190000000,NaN,NaN,81229000000,81229000000,81229000000,81229000000,81229000000,81229000000,22375000000,22375000000,NaN,895820000000,NaN,NaN,NaN,38.1437003867291,NaN,69897000000,6.05227488449826,1470438830000,75217500000,-27294000000,-27294000000,-27982000000,-27982000000,1414788836500,NaN,NaN,-11000000,__eof__
2010Q3,857610000000,12.9723300801063,88.6792931535349,13.6596464354161,15.6400863637466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.99418995547324,489347718000,NaN,583.064608202565,612.190944956805,20.0724589510071,NaN,NaN,69509000000,1461343000000,NaN,260058000000,597119000000,337061000000,NaN,NaN,NaN,183763000000,909250000000,NaN,128368000000,1391834000000,482584000000,482584000000,NaN,1461342860000,12947850000,152937000000,1458223850000,459624000000,459624000000,816263000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41347000000,41347000000,10882000000,5570000000,NaN,3119010000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.7000108035841,60.229552875475,2.07043632094085,0.087921772165113,1.30400340929291,0.554234843982982,714339000,10594651000,4502998000,285688000,724021000,0.0891134453036405,0.0351628501962049,306301697000,16821697000,NaN,NaN,NaN,NaN,NaN,1572000000,111252000000,111252000000,111252000000,NaN,NaN,NaN,NaN,1572000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,577094000000,577094000000,577094000000,34128000000,90258000000,90258000000,90258000000,90258000000,22596000000,103000000,NaN,NaN,78829000000,78829000000,78829000000,78829000000,78829000000,78829000000,18117000000,18117000000,NaN,857610000000,NaN,NaN,NaN,37.1651745586596,NaN,69905000000,6.17637396880291,1461342860000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1572000000,__eof__
2010Q4,705842000000,12.4666710113595,85.6989216473557,14.4667591895329,21.784571085982,71111000000,-294.333570919458,-303.492516037063,-2.84835290238313,-51.7303933287396,1365806883250,NaN,NaN,4.45824251462659,468955339000,NaN,523.346621544109,527.475048755306,26.7076782432317,39.6899953029591,531.967213114754,68827000000,1252112000000,NaN,253167000000,598776000000,345609000000,NaN,NaN,NaN,169719000000,815445000000,NaN,46950000000,1183285000000,367840000000,367840000000,NaN,1252110000000,17161000000,168913000000,1248959000000,364961000000,364961000000,677611000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28232000000,28232000000,14873000000,5440000000,NaN,3150000000,NaN,-2806000000,-2806000000,-2806000000,-2806000000,-2117000000,16867000000,25126000000,25126000000,NaN,-38903000000,-36786000000,8259000000,8259000000,8516000000,8516000000,5136000000,3380000000,3380000000,8516000000,-11065000000,3365000000,-14927000000,-14927000000,498000000,-1000000,NaN,27581000000,27305000000,276000000,NaN,15456000000,15456000000,NaN,NaN,30.659351549736,68.4185847667953,0.922063683468741,0.0131374734225931,0.715662066530799,0.131963861211621,90047000,4905298000,904508000,137441000,282724000,0.0412482263254656,0.0200520559782626,210145630000,6320018000,NaN,NaN,NaN,NaN,NaN,3109000000,87995000000,87995000000,87995000000,149043000000,149043000000,NaN,NaN,3109000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,482043000000,482043000000,482043000000,53930000000,105011000000,105011000000,105011000000,105011000000,18578000000,77000000,NaN,NaN,69736000000,69736000000,69736000000,69736000000,69736000000,69736000000,28046000000,28046000000,705842000000,705842000000,705842000000,NaN,NaN,32.0836411159725,NaN,59763000000,8.38672321121946,1252110000000,71111000000,-36786000000,-36786000000,-38903000000,-38903000000,1365806883250,NaN,NaN,3109000000,__eof__
2011Q1,604529000000,12.2601231702697,81.9324741045307,14.2568234800763,14.9194439309017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.81647821617775,435751615000,NaN,462.038428085712,463.806436309006,45.9999395532989,NaN,NaN,63354000000,1070661000000,NaN,245214000000,532727000000,287513000000,NaN,NaN,NaN,140504000000,714019000000,NaN,40788000000,1007307000000,293288000000,293288000000,NaN,1070662000000,12896000000,160878000000,1067693000000,292170000000,292170000000,582223000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22306000000,22306000000,14187000000,5339000000,NaN,2969000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17266000000,17266000000,NaN,NaN,29.0277059993476,70.0786620939878,0.893631906664593,0.0103875249771608,0.71699653941672,0.106969313760393,64590000,4458310000,665139000,110492000,258104000,0.0415089293498238,0.0177695991604963,180495309000,5556635000,NaN,NaN,NaN,NaN,NaN,1781000000,74116000000,74116000000,74116000000,146570000000,146570000000,NaN,NaN,1781000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,443542000000,443542000000,443542000000,17721000000,66174000000,66174000000,66174000000,66174000000,14779000000,3000000,NaN,NaN,63235000000,63235000000,63235000000,63235000000,63235000000,63235000000,30440000000,30440000000,604529000000,604529000000,604529000000,NaN,NaN,30.0960656268552,NaN,51810000000,6.1806620576802,1070662000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1781000000,__eof__
2011Q2,585211000000,13.7193251664784,88.1801511271302,14.8770593008078,16.1825472419186,64949666666.6667,33.3904925216729,36.9153091359436,-0.534842409878594,-7.50735184681471,1088171000000,NaN,NaN,2.94033956179456,399321583000,NaN,478.5355211989,479.975655253091,35.8804807510645,42.8903225806452,41.8881585214823,67769000000,1080812000000,NaN,244326000000,536742000000,292416000000,NaN,NaN,NaN,144764000000,709420000000,NaN,27914000000,1013043000000,303623000000,303623000000,NaN,1080815000000,12141000000,182101000000,1077992000000,302712000000,302712000000,560705000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24506000000,24506000000,15162000000,5171000000,NaN,2824000000,NaN,10497000000,10497000000,10497000000,10497000000,-472000000,8298000000,11803000000,11803000000,NaN,-2910000000,-2438000000,3505000000,3505000000,3875000000,3875000000,2213000000,1662000000,1662000000,3875000000,6992000000,1637000000,4397000000,4397000000,966000000,-8000000,NaN,9532000000,8112000000,1420000000,NaN,17258000000,17258000000,NaN,NaN,28.7596315509964,70.755977203185,0.48439124581858,0.0112186371369825,0.30170929334153,0.114461142566789,63314000,1702740000,645978000,73600000,248100000,0.0439609545074607,0.0130412182658166,162309137000,2733732000,NaN,NaN,NaN,NaN,NaN,1860000000,80287000000,80287000000,80287000000,145650000000,145650000000,NaN,NaN,1860000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,425205000000,425205000000,425205000000,17185000000,68809000000,68809000000,68809000000,68809000000,11631000000,3000000,NaN,NaN,63258000000,63258000000,63258000000,63258000000,63258000000,63258000000,24689000000,24689000000,585211000000,585211000000,585211000000,NaN,NaN,30.522998742013,NaN,55781000000,6.36639943005972,1080815000000,64949666666.6667,-4876000000,-4876000000,-5820000000,-5820000000,1088171000000,NaN,NaN,1860000000,__eof__
2011Q3,556434000000,15.2075538159063,75.9975326728093,19.2588687762648,19.8691771973331,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.32082963876788,404544907000,NaN,601.563925620366,606.731176992174,37.2681638703088,NaN,NaN,83074000000,1217448000000,NaN,238516000000,503263000000,264747000000,NaN,NaN,NaN,127447000000,662234000000,NaN,31524000000,1134374000000,472140000000,472140000000,NaN,1217450000000,14223000000,185677000000,1214637000000,468119000000,468119000000,530953000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25481000000,25481000000,11506000000,4159000000,NaN,2814000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17122000000,17122000000,NaN,NaN,28.4865923187594,71.02760906277,0.485798618470592,0.0307776134872374,0.283334288456452,0.113861385790942,175297000,1613759000,648509000,34872000,294478000,0.0517027106253655,0.00612262011059483,162248258000,2766915000,NaN,NaN,NaN,NaN,NaN,1806000000,84620000000,84620000000,84620000000,144590000000,144590000000,NaN,NaN,1806000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,404058000000,404058000000,404058000000,15176000000,80283000000,80283000000,80283000000,80283000000,12707000000,3000000,NaN,NaN,77817000000,77817000000,77817000000,77817000000,77817000000,77817000000,29920000000,29920000000,556434000000,556434000000,556434000000,NaN,NaN,30.1122666036398,NaN,59139000000,6.59435705778471,1217450000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1806000000,__eof__
2011Q4,548852000000,16.1214680824703,80.6055501976392,18.9162938771735,21.2314001382383,71044400000,40.6211637613553,45.5008593174564,-0.939482030298273,-12.8609714488404,1132645400000,NaN,NaN,0.326002798190685,379217128000,NaN,622.801179043453,630.19465083742,42.3108109743552,43.4372049102927,31.3343972501841,77299000000,1200384000000,NaN,238908000000,500705000000,261797000000,NaN,NaN,NaN,127530000000,659142000000,NaN,30907000000,1123085000000,463943000000,463943000000,NaN,1200382000000,21784000000,182043000000,1197687000000,458500000000,458500000000,519710000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29142000000,29142000000,11871000000,3778000000,NaN,2695000000,NaN,16292000000,16292000000,16292000000,16292000000,-1504000000,14284000000,20902000000,20902000000,NaN,-10641000000,-9137000000,6618000000,6618000000,7413000000,7413000000,4193000000,3220000000,3220000000,7413000000,9674000000,3305000000,5105000000,5105000000,1217000000,47000000,NaN,19520000000,17950000000,1570000000,NaN,14246000000,14246000000,NaN,NaN,29.0916341244349,70.4242234361776,0.484142439387479,0.0332589001607767,0.290088082443237,0.12323608171874,179091000,1562053000,663596000,28224000,174024000,0.0323179101215528,0.00524146494317281,156651297000,2606988000,NaN,NaN,NaN,NaN,NaN,240000000,88483000000,88483000000,88483000000,128508000000,128508000000,NaN,NaN,240000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,389183000000,389183000000,389183000000,20764000000,82629000000,82629000000,82629000000,82629000000,11753000000,1000000,NaN,NaN,73619000000,73619000000,73619000000,73619000000,73619000000,73619000000,34961000000,34961000000,548852000000,548852000000,548852000000,NaN,NaN,32.9351400834058,NaN,59341000000,6.88355873380307,1200382000000,71044400000,-9137000000,-9137000000,-10641000000,-10641000000,1132645400000,NaN,NaN,240000000,__eof__
2012Q1,497348000000,18.3959722367437,76.7797346335449,18.7292365342528,18.8402374317069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.09425132753282,368080975000,NaN,559.933027895703,564.246984153672,30.9696919048415,NaN,NaN,79142000000,1086463000000,NaN,239996000000,457360000000,217364000000,NaN,NaN,NaN,118738000000,604601000000,NaN,28503000000,1007321000000,402720000000,402720000000,NaN,1086463000000,24701000000,182585000000,1083736000000,399641000000,399641000000,460655000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36692000000,36692000000,11761000000,4392000000,NaN,2728000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14187000000,14187000000,NaN,NaN,22.9203955171012,76.5594145075629,0.52018997533582,0.039193956797542,0.332958316329651,0.125107585992876,188436000,1600791000,601490000,24769000,85474000,0.0177782603287753,0.00515185588697657,110196265000,2500960000,NaN,NaN,NaN,NaN,NaN,781000000,91492000000,91492000000,91492000000,127249000000,127249000000,NaN,NaN,781000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,381078000000,381078000000,381078000000,12109000000,71796000000,71796000000,71796000000,71796000000,11602000000,84000000,NaN,NaN,71373000000,71373000000,71373000000,71373000000,71373000000,71373000000,22235000000,22235000000,497348000000,497348000000,497348000000,NaN,NaN,40.1040528133607,NaN,54800000000,6.60823240183973,1086463000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,781000000,__eof__
